ID,L1,L2,Query,Answer,Image,A-1 Scene Domain (Level 1),A-1 Subcategory (Code + Name),A-2 Layout Structure,A-2 Imaging Method,A-2 Font and Text Form,A-2 Geometry and Arrangement,A-2 Image Quality,A-2 Lighting and Screen,A-2 Natural Interference,A-2 Adversarial / Misleading Factors,A-2 Language,A-2 Mixed Layout,Scene Category,A-1 Subcategory_Merged,A-1 Subcategory_Merged 10 Classes
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/27_27.jpg,,,,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/28_28.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/29_29.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Annotation-style Mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/3_3.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Lists,Photo,Printed Text,Horizontal Layout,Clear,No Issue,Stamp Overlay,No Interference,East Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/30_30.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/31_31.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Low Resolution,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/32_32.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Annotation-style Mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/33_33.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Screenshot,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,No Interference,East Asian Text,Block-based Multilingual Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/34_34.jpg,,,,Documents & Office,D04 News / Journals / Magazines / Newspaper Interior Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Block-based Multilingual Layout,,D04 News / Journals / Magazines / Newspaper Interior Pages,3-Marketing & Editorial
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/35_35.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Forms / Key-Value,Photo,Printed Text,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,East Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/36_36.jpg,,,,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/37_37.jpg,,,,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Lists,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Same-line Mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/38_38.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/39_39.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Same-line Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/4_4.jpg,,,,Documents & Office,D20 Medical Documents / Lab Reports / Prescriptions,Paragraphs,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D20 Medical Documents / Lab Reports / Prescriptions,7-Certificates & Medical
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/40_40.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/41_41.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/42_42.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/43_43.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/44_44.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/45_45.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Block-based Multilingual Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/46_46.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/47_47.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Block-based Multilingual Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/48_48.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Low Resolution,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/49_49.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/5_5.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Lists,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/50_50.jpg,,,,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,East Asian Text,Non-mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/51_51.jpg,,,,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Same-line Mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/52_52.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/53_53.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Lists,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/54_54.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Same-line Mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/55_55.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/56_56.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Same-line Mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/57_57.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/58_58.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Forms / Key-Value,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,Distracting Text Injection,East Asian Text,Parallel Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/59_59.jpg,,,,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/6_6.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/60_60.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/61_61.jpg,,,,Documents & Office,D08 Contracts / Agreements / Terms / Legal Text Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Parallel Layout,,D08 Contracts / Agreements / Terms / Legal Text Pages,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/62_62.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Block-based Multilingual Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/63_63.jpg,,,,Documents & Office,D09 Official Documents / Notices / Announcements / Letters,Lists,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D09 Official Documents / Notices / Announcements / Letters,4-Legal & Public Notices
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/64_64.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/65_65.jpg,,,,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Same-line Mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/66_66.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/67_67.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/68_68.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Tables,Screenshot,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/69_69.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Block-based Multilingual Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/7_7.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,Shadows / Overexposure / Underexposure,Occlusion / Missing Content (Folds / Missing Corners / Cropping / Stains),Distracting Text Injection,East Asian Text,Same-line Mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/70_70.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Lists,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/71_71.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Paragraphs,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/72_72.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Lists,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Same-line Mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/73_73.jpg,,,,Documents & Office,D04 News / Journals / Magazines / Newspaper Interior Pages,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,East Asian Text,Block-based Multilingual Layout,,D04 News / Journals / Magazines / Newspaper Interior Pages,3-Marketing & Editorial
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/74_74.jpg,,,,Documents & Office,D14 Bills / Statements / Transaction Records / Itemized Lists,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,Smearing / Masking / Privacy Redaction,No Interference,East Asian Text,Non-mixed Layout,,D14 Bills / Statements / Transaction Records / Itemized Lists,6-Receipts & Transactions
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/8_8.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_chn_75/9_9.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,East Asian Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/0_0.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/1_1.jpg,,,,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Block-based Multilingual Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/10_10.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/11_11.jpg,,,,Documents & Office,D12 Forms / Applications / Questionnaires,Mixed Text and Images,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D12 Forms / Applications / Questionnaires,5-Forms & Personal Records
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/12_12.jpg,,,,Documents & Office,D17 Financial Statements / Statistical Reports,Mixed Text and Images,Scan,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D17 Financial Statements / Statistical Reports,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/13_13.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/14_14.jpg,,,,Documents & Office,D03 Reports / White Papers / Research Report Pages,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D03 Reports / White Papers / Research Report Pages,2-Reports & Memos
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/15_15.jpg,,,,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Mixed Text and Images,Screenshot,Printed Text,Horizontal Layout,Clear,No Issue,Watermark Overlay,No Interference,Latin-script Text,Block-based Multilingual Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/16_16.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Paragraphs,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/17_17.jpg,,,,Documents & Office,D05 Instructions / Operation Manuals / Guide Pages,Lists,Screenshot,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D05 Instructions / Operation Manuals / Guide Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/18_18.jpg,,,,Documents & Office,D02 Academic Papers / Thesis Pages,Mixed Text and Images,Screenshot,Printed Text,Dense Small Text / Very Long Lines,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D02 Academic Papers / Thesis Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/19_19.jpg,,,,Documents & Office,D07 Brochures / Leaflets / Posters / One-page Materials,Tables,Reproduced Image,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D07 Brochures / Leaflets / Posters / One-page Materials,3-Marketing & Editorial
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/2_2.jpg,,,,Documents & Office,D01 Books / Textbooks / Handout Pages,Tables,Scan,Printed Text,Multi-direction Layout / Vertical Text,Clear,No Issue,No Issue,Distracting Text Injection,Latin-script Text,Non-mixed Layout,,D01 Books / Textbooks / Handout Pages,1-Books & Academic
,doc_parsing,/Users/qinzubao/Downloads/ocr_datasets/doc_parsing/images/doc_parsing_doc_doc_scan_eng_75/20_20.jpg,,,,Documents & Office,D11 Exam Papers / Exercises / Homework Sheets,Tables,Scan,Printed Text,Horizontal Layout,Clear,No Issue,No Issue,No Interference,Latin-script Text,Non-mixed Layout,,D11 Exam Papers / Exercises / Homework Sheets,5-Forms & Personal Records
